anzahl;vorname;geschlecht;position
1;Nero;m;2
1;Nikitič;m;2
1;Nikodemus;m;2
1;Nikolai;m;2
1;Nikolas;m;2
1;Nikolaus;m;2
1;Nilay;m;2
1;Nils;m;2
1;Nino;m;2
1;Noam;m;2
1;Norik;m;2
1;Nour;m;2
1;Olaf;m;2
1;Oliver;m;2
1;Olórin;m;2
1;Omar;m;2
1;Omran;m;2
1;Onome;m;2
1;Oscar;m;2
1;Oswald;m;2
1;Othman;m;2
1;Otis;m;2
1;Paco;m;2
1;Paolo;m;2
1;Patryk;m;2
1;Pavel;m;2
1;Pengxuan;m;2
1;Perovitsch;m;2
1;Petrov;m;2
1;Piotr;m;2
1;Péter;m;2
1;Pétur;m;2
1;Quang;m;2
1;Quốc;m;2
1;Rafail;m;2
1;Ragnar;m;2
1;Raimondo;m;2
1;Rainer;m;2
1;Ralph;m;2
1;Ram;m;2
1;Rayen;m;2
1;Rehman;m;2
1;Reiner;m;2
1;Reinhard;m;2
1;Reinhart;m;2
1;Remy;m;2
1;Reven;m;2
1;Robert;m;2
1;Robin;m;2
1;Roland;m;2
1;Roman;m;2
1;Romanovich;m;2
1;Ronald;m;2
1;Ronny;m;2
1;Rubin;m;2
1;Rupert;m;2
1;Saeed;m;2
1;Salem;m;2
1;Samael;m;2
1;Samson;m;2
1;Samu;m;2
1;Sanan;m;2
1;Sandor;m;2
1;Sascha;m;2
1;Semere;m;2
1;Shahzad;m;2
1;Shamsudin;m;2
1;Shayne;m;2
1;Silas;m;2
1;Silvino;m;2
1;Singh;m;2
1;Spencer;m;2
1;Steve;m;2
1;Steven;m;2
1;Stig;m;2
1;Suvan;m;2
1;Taavi;m;2
1;Tadeusz;m;2
1;Taio;m;2
1;Tamino;m;2
1;Teklezghi;m;2
1;Teo;m;2
1;Teodor;m;2
1;Thale;m;2
1;Thees;m;2
1;Theophil;m;2
1;Thoralf;m;2
1;Tim;m;2
1;Timo;m;2
1;Tolja;m;2
1;Tomte;m;2
1;Tomáš;m;2
1;Torsten;m;2
1;Tristan;m;2
1;Trung;m;2
1;Tsegay;m;2
1;Tsvetanov;m;2
1;Tudor;m;2
1;Tullio;m;2
1;Turab;m;2
1;Tyler;m;2
1;Tāne;m;2
1;Ulrich;m;2
1;Valentino;m;2
1;Valerius;m;2
1;Victor;m;2
1;Viola;m;2
1;Von;m;2
1;Vuong;m;2
1;Wisam;m;2
1;Wolf;m;2
1;Wolfi;m;2
1;Wotan;m;2
1;Wynn;m;2
1;Yamin;m;2
1;Yanek;m;2
1;Yari;m;2
1;Yassir;m;2
1;Yunis;m;2
1;Yunus;m;2
1;Yuri;m;2
1;Yuvan;m;2
1;Zaharia;m;2
1;Zidan;m;2
1;Álmos;m;2
1;Émilien;m;2
1;Đức;m;2
1;Abigail;w;3
1;Agnieszka;w;3
1;Ali;w;3
1;Angel;w;3
1;Anh;w;3
1;Artemis;w;3
1;Arzu;w;3
1;Avani;w;3
1;Bassim;w;3
1;Beata;w;3
1;Bella;w;3
1;Bo;w;3
1;Charlotte;w;3
1;Christine;w;3
1;Daphne;w;3
1;Diana;w;3
1;Elaine;w;3
1;Elisabeth;w;3
1;Elke;w;3
1;Ellen;w;3
1;Ellenor;w;3
1;Ewuresi;w;3
1;Fatima;w;3
1;Florentine;w;3
1;Francoise;w;3
1;Franka;w;3
1;Frieda;w;3
1;Gabriele;w;3
1;Gault;w;3
1;Gerda;w;3
1;Hedwig;w;3
1;Helene;w;3
1;Henriette;w;3
1;Ida;w;3
1;Ilse;w;3
1;Inga;w;3
1;Ingetraud;w;3
1;Inola;w;3
1;Josepha;w;3
1;Joy;w;3
1;Julie;w;3
1;Kaia;w;3
1;Karin;w;3
1;Karuna;w;3
1;Katharina;w;3
1;Khaled;w;3
1;Lia;w;3
1;Liah;w;3
1;Lilith;w;3
1;Lilou;w;3
1;Liselotte;w;3
1;Lorena;w;3
1;Louise;w;3
1;Malou;w;3
1;Manon;w;3
1;Margarete;w;3
1;Marianne;w;3
1;Marie;w;3
1;Marlena;w;3
1;Mathilda;w;3
1;Matthea;w;3
1;Maxi;w;3
1;Michelle;w;3
1;Minnow;w;3
1;Ngọc;w;3
1;Nnam;w;3
1;Odette;w;3
1;Ogue;w;3
1;Oluwadarasimi;w;3
1;Ottilie;w;3
1;Paula;w;3
1;Peggy;w;3
1;Phoenix;w;3
1;Raad;w;3
1;Rachid;w;3
1;Renate;w;3
1;Rita;w;3
1;Roma;w;3
1;Rosalie;w;3
1;Rosana;w;3
1;Sabine;w;3
1;Sonja;w;3
1;Sophia;w;3
1;Sophie;w;3
1;Tabea;w;3
1;Theodora;w;3
1;Ulla;w;3
1;Vairavan;w;3
1;Vera;w;3
1;Victoria;w;3
1;Vân;w;3
1;Yue;w;3
1;Yvi;w;3
1;Đan;w;3
1;Aegir;m;3
1;Alexander;m;3
1;Amadeus;m;3
1;Angel;m;3
1;Anh;m;3
1;Antoine;m;3
1;Antonius;m;3
1;August;m;3
1;Bin;m;3
1;Briann;m;3
1;Calix-Immortalis;m;3
1;Christian;m;3
1;Dieter;m;3
1;Dirk;m;3
1;Drago;m;3
1;Eid;m;3
1;Ferdinand;m;3
1;Fjell;m;3
1;Fridolin;m;3
1;Ganapathy;m;3
1;Gani;m;3
1;Georg;m;3
1;Georgian;m;3
1;Gero;m;3
1;Godfrey;m;3
1;Gregor;m;3
1;Hans;m;3
1;Hardin;m;3
1;Hartmut;m;3
1;Helmut;m;3
1;Henri;m;3
1;Herbert;m;3
1;Heval;m;3
1;Hope;m;3
1;Huy;m;3
1;Ilia;m;3
1;Ilya;m;3
1;Immanuel;m;3
1;Ingbert;m;3
1;Jackson;m;3
1;James;m;3
1;Joachim;m;3
1;Joel;m;3
1;Johann;m;3
1;John;m;3
1;Josef;m;3
1;Joseph;m;3
1;Joshua;m;3
1;Julius;m;3
1;Jürgen;m;3
1;Kantu;m;3
1;Khoi;m;3
1;Kien;m;3
1;Konstantin;m;3
1;Lars;m;3
1;Lewin;m;3
1;Lorin;m;3
1;Louis;m;3
1;Lucifer;m;3
1;Ludwig;m;3
1;Luke;m;3
1;Lutz;m;3
1;Mahmood;m;3
1;Manfred;m;3
1;Marcus;m;3
1;Marlon;m;3
1;Maximilian;m;3
1;Mia;m;3
1;Mian;m;3
1;Mitch;m;3
1;Mohammad;m;3
1;Morten;m;3
1;Mostafa;m;3
1;Nael;m;3
1;Nhat;m;3
1;Nico;m;3
1;Oskar;m;3
1;Ottokar;m;3
1;Paolo;m;3
1;Paul;m;3
1;Philipp;m;3
1;Richard;m;3
1;Rudolf;m;3
1;Samael;m;3
1;Santosh;m;3
1;Sebastian;m;3
1;Siegfried;m;3
1;Somuadina;m;3
1;Steffen;m;3
1;Sơn;m;3
1;Taylor;m;3
1;Theodor;m;3
1;Thomas;m;3
1;Tofu;m;3
1;Tom;m;3
1;Trí;m;3
1;Ulrich;m;3
1;Viktor;m;3
1;Volker;m;3
1;Wang;m;3
1;Werner;m;3
1;Wido;m;3
1;William;m;3
1;Wolfram;m;3
1;Yahya;m;3
1;(Mittelnamen;w;4
1;Alisha;w;4
1;Cinta;w;4
1;Diana;w;4
1;Dorle;w;4
1;Hope;w;4
1;Leonore;w;4
1;Abdelghfar;m;4
1;Abdulrazzaq;m;4
1;Adedimeji;m;4
1;André;m;4
1;Awais;m;4
1;Freytag;m;4
1;Gottfried;m;4
1;Kurt;m;4
1;Mahdi;m;4
1;Saied;m;4
1;Wadullah;m;4
1;und;w;5
1;Abdrabouh;m;5
1;Maria;m;5
1;Vorname);w;6
